,doc1,doc2,doc3,doc4,doc5,doc6,doc7,doc8,doc9,doc10,doc11,doc12,doc13,doc14,doc15
rumpled,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
run,2,0,1,3,1,3,1,5,1,9,2,7,3,7,3
runaway,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
running,0,2,0,2,2,3,2,2,5,9,3,5,2,4,1
runs,0,0,0,2,0,0,0,0,0,1,2,0,1,1,1
ruptured,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
rural,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
rush,0,0,0,2,3,0,0,1,0,2,1,5,0,0,2
rush.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
rushed,0,0,0,1,0,0,0,1,2,5,1,0,0,2,2
rushes,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
rushing,0,0,0,1,2,2,0,0,1,1,0,1,4,1,1
rushing—and,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
rust,0,0,0,0,2,0,0,0,1,0,1,0,0,1,0
rustiness,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
rustle,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
rustles,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
rustling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
rustlings,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
rusty,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
rusty-looking,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ruthless,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
s,25,40,28,73,97,55,100,95,109,112,203,125,251,268,135
s-crier,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
s-headed,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
s-nest,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
s-nest_,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
s-nests_,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
s.,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
s/he,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
s_,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1
sabbee,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
sabbee—you,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sable,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
sack,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sacramental,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sacred,0,0,0,0,0,1,0,2,0,0,0,2,1,0,0
sacredness,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sacrifice,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
sacrificial,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
sacrilegious,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sad,0,0,0,0,0,0,0,1,1,1,1,1,2,2,0
sadder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
saddest,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1
saddle,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sadly,2,0,0,1,2,0,2,0,0,0,2,0,2,1,0
sadness,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
safe,0,1,0,2,1,0,0,0,0,0,0,0,0,1,1
safely,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1
safety,0,0,0,0,0,3,0,0,2,1,0,0,1,0,0
sagacious,0,0,0,0,1,0,0,0,0,1,0,2,0,1,1
sagaciously,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
sagacity,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sage,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
sagged,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
said,5,14,1,18,63,25,17,3,15,36,20,12,21,31,9
said—,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
said—Ahab,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
said—therefore,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
sail,4,0,0,7,4,4,3,5,12,5,3,5,5,9,9
sail-boat,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
sail-cloth,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sail-maker,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sail-needle,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sail-needles,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
sailed,1,0,1,0,3,7,4,5,4,3,1,3,1,3,2
sailer,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sailing,0,0,0,0,3,2,0,5,3,1,1,7,3,6,2
sailings,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sailmakers,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
sailor,5,1,2,0,3,2,3,2,2,10,2,2,5,7,0
sailor-belt,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sailor-like,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sailor-savage,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sailors,2,1,4,4,3,4,2,2,8,3,3,2,5,7,0
sails,0,0,0,1,2,2,0,4,6,3,0,2,3,8,5
sail—stunsail,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
saint,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
saints,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
saith,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0
sake,0,2,0,1,3,1,0,1,2,1,1,1,2,2,1
sake—I,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
salad,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
salamander,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
salamed,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
saline,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
sallied,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0
sallies,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sally,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sally-ports,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
salmon-like,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
salt,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1
salt-junk,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
salt-sea,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
saltcellar,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
salted,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1
salts,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
salutation,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
salutations,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
salute,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
saluted,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
salutes,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
salvation,0,0,0,1,0,1,0,0,0,1,0,2,0,0,0
same,6,6,4,11,10,5,16,16,15,22,29,13,20,25,10
same—no,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
samphire,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sanctified,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
sanctity,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
sanctorum,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sanctuary,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sanctum,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sand,1,0,0,4,0,0,0,0,0,0,0,1,1,2,0
sand-hills,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sand-paper,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sandpaper,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sands,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
sane,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
sanely,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
sang,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sanguinary,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
sanity,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
sank,0,0,0,1,0,0,0,1,0,3,3,3,0,2,2
sap,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
sapling,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
saplings,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sarmon,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sartainty.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sartin,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sash,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sashes,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
sashless,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sat,1,2,3,5,9,3,1,1,4,2,0,0,4,7,2
sated,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
satiety,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
satin,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
satin-like,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
satins,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
satirical,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
satirizing,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
satisfaction,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
satisfactorily,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
satisfactory,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
satisfied,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1
satisfy,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
sauce,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sauce-pans,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
saucers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sauntering,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0
savage,1,4,2,5,3,1,3,2,6,11,3,0,1,5,3
savageness,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
savagery,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
savages,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0
savage—a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
savage—this,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
savannas,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
save,0,2,1,1,3,1,0,1,0,0,0,2,0,3,1
saved,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0
saving,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
savor,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
savory,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
savoury,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
saw,2,4,1,8,4,2,3,7,7,3,8,9,15,19,8
saw-fish,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
saw.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sawed,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sawn,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
saws,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
saw—lightning,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
saw—thou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
say,3,6,8,8,22,14,15,12,16,21,22,21,28,17,3
say.,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0
sayest,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
saying,0,3,0,2,5,3,2,2,0,4,5,7,3,2,2
says,3,0,1,6,1,0,13,0,1,1,4,1,9,3,0
sayst,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
says—,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
say—,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
say—Look,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
say—This,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
say—We,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
say—eh,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
say—en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
say—here,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
say—to,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
say—worse,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
say—ye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
scabbards,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
scalding,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
scale,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
scaled,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
scales,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0
scalloped,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
scalp-knot,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
scalping,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
scamp,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
scan,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
scanned,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
scanning,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
scant,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
scar,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
scar.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
scaramouch,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
scarce,0,0,2,1,1,1,2,0,0,1,0,1,2,0,1
scarcely,0,0,1,1,0,1,1,0,2,1,1,0,0,0,0
scarcity,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
scare,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
scare-crow,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
scared,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
scarf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
scarfing,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
scarred,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
scarry,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
scars,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
scatter,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
scatter_,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
scattered,0,1,2,0,1,0,0,0,1,2,1,0,1,0,0
scene,0,0,1,1,0,0,0,0,3,7,2,4,2,4,2
scene.—It,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scenery,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
scenes,0,0,0,1,0,0,0,0,0,5,1,1,0,1,0
scent,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
scentless,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sceptical,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
scepticism,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
sceptre,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
scheme,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
scheming,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
scholar,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
scholars,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
school,0,0,0,1,0,0,0,0,1,0,0,5,0,0,0
school-boy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
schoolboys,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
schoolmaster,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0
schoolmasters,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
schools,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0
schooner,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0
schooners,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
science,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0
sciences,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
scientific,0,0,0,0,0,0,5,0,0,6,2,3,0,0,0
scimetar-shaped,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
scimetars,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
scolding,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
scolds,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
scolloped,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
sconces,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
scooped,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
scoot,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
scorch,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
scorch.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
scorched,0,0,0,0,0,1,0,1,0,0,0,0,1,3,0
scorches,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
scorching,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
scorchingly,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
score,0,0,0,0,0,2,1,0,0,1,0,1,4,0,0
scores,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
scoria,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
scorn,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0
scornest,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
scornful,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
scornfully,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
scougin,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
scoundrel,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
scoured,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
scout,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
scouts,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
scowl,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
scowled,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
scraggy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
scramble,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
scrambled,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
scrape,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
scrape.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
scraped,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
scraping,0,0,1,0,0,0,1,0,0,0,2,1,0,0,0
scrapings,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
scraps,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
scratch,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
scratched,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
scratches,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
scratching,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
scrawl,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
scream,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
screamed,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
screaming,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1
screams,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
screw,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
screw-driver,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
screw-drivers,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
screwed,0,1,0,0,1,0,0,0,0,0,0,0,1,2,0
screwed-down,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
screwing,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
screws,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
scrimps,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
scroll,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
scrolled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
scrolls,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
scrouge,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
scrubbed,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
scruples,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
scrupulous,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
scrupulously,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
scrutinized,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
scrutinizing,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
scrutiny,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
scud,0,0,1,0,0,0,0,0,2,0,0,0,0,1,1
scuffling,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sculpture,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
sculptured,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
sculptures,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
scupper-holes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
scuppers,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
scuttle,0,0,0,0,0,1,2,0,0,3,1,0,1,6,2
scuttle-butt,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
scuttle_,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
scuttling,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
scythes,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
scythes—though,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
se,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sea,11,5,9,25,6,12,22,16,29,43,26,30,24,57,33
sea-Parisians,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sea-boots,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sea-captain,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
sea-captains,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
sea-chariot,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sea-chest,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sea-coal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sea-coast,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0
sea-commanders,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
sea-crashing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sea-custom,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sea-dogs,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sea-farings,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sea-fight,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sea-fowl,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
sea-fowls,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sea-gods,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sea-going,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
sea-hawks,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
sea-horse,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
sea-ivory,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sea-king,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
sea-life,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
sea-lion,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
sea-loving,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
sea-mark,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sea-monster,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
sea-monsters,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sea-officers,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
sea-outfit,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sea-pastures,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sea-peasant,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sea-ravens,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sea-salt,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
sea-shell,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sea-shells,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sea-sick—grow,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sea-side,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
sea-sofa,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sea-storm,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sea-taste,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sea-terms,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sea-toss,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sea-traditions,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
sea-unicorn,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
sea-usages,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
sea-vultures,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sea-water,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
sea-weed,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sea.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seal,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0
seal-skin,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sealine,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
seals,0,0,0,0,0,0,0,0,0,0,1,1,0,4,1
seam,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
seaman,0,1,0,1,1,2,0,2,1,3,1,0,0,1,0
seamen,1,1,1,5,0,1,5,1,6,7,6,2,1,3,1
seamless,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
seams,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
seaport,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
search,0,0,1,0,0,0,0,1,0,0,2,1,0,1,2
searches,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
searching,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
searchingly,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
seas,3,1,1,4,0,4,9,9,14,4,4,8,5,8,2
season,0,0,0,0,0,0,0,3,0,0,0,4,3,2,0
season.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
seasoned,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
seasoning,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
seasons,0,0,0,1,0,0,0,4,1,0,1,1,0,0,0
seas—entire,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
seat,1,0,0,1,0,1,1,0,3,4,2,3,1,1,0
seated,1,1,3,1,2,1,4,1,0,7,0,0,1,3,0
seating,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
seats,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
seaward,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
seaweed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
sea—mark,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sea—what,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
secluded,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
secludedness,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
seclusion,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
second,2,2,2,4,1,4,4,1,2,11,4,6,4,0,9
